"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2016001539,"05","3","260 MACK PLACE","","SOUTH PLAINFIELD","NJ","07080","ADLER TANK RENTALS LLC","8004217471","070000","","","","","N","","","","","","N","","1","01854423","06"
2015039727,"99","9","250 N. AVENUE EAST","","ELIZABETH","NJ","07201","ALLIED BROTHERS INTERMODAL INC.","8482039044","","","","","","N","","","","","","N","","2","01200238","08"
2015039727,"99","9","1765 S IDAHO ST. APT 6","","ALLENTOWN","PA","18103","T ALVAREZ TRUCKING CORP.","6468475283","","","","","","N","","","","","","N","","1","01880751","08"
2015034371,"02","1","5677 PENNA AVE","","APALACHIN","NY","13732","GLOBAL INDUSTRIAL SERVICES INC","9999999999","005270","","","","","N","","","","","","N","","1","01759449","98"
2015044813,"04","2","324 LAYMON RD","","WHITE","PA","15490","PK CONTRACTING LLC","7244553166","073280","","","","","N","","","","","","N","A-8913122","1","02112424","04"
2015086673,"02","0","39 E GLENOLDEN AVE","","GLENOLDEN","PA","19036","DELAWARE VALLEY APPLIANCES","6107328831","","","","","","N","","","","","000000000","N","A-99999999","2","00000000","05"
2015040085,"03","0","54 BROWNS RD","","SCHUYKILL HAVEN","PA","17972","JASON NOLL, BROWNS VALLEY FARM","7178219807","016074","","","","","N","","","","","","N","","1","99999999","07"
2015071940,"05","1","3135 HWY 92 EAST","","LAKELAND","FL","33801","ODOM BROTHERS TRANSPORTATION, IN","8637014415","077000","","","","","N","","","","","","N","","1","02048344","08"
2015060889,"03","1","RTE 191 AND CHIPPER FIE","","STROUDSBURG","PA","18360","POCONO PRODUCE CO","8003664550","068000","","","","","N","","","","","","N","","1","00038928","08"
2015040708,"05","1","5418 N CNETRAL AVE.,","APT#2","CHICAGO","IL","60630","L.C. GLOBAL TRANS INC.","7736471623","800000","","","","","N","","","","","000850505","N","","2","24615378","06"
2015047076,"02","1","2180 MIDDLE ROAD","","LEWISTOWN","PA","17044","SCHWANS HOME SERVICE","7172476092","024000","","","","","N","","","","","","N","","1","00108029","09"
2015036401,"05","2","8440 STABLER RD","","MORRIS","IL","60450","A & R LOGISTICS","8004355948","080000","","","","","N","","","","","","N","","2","00138986","08"
2015013405,"04","2","1301 SR 6 E","","TUNKHANNOCK","PA","18657","ANDREWS PARTNERS LIMITED PARTNER","5708367178","090000","","","","","N","","","","","","N","","3","01889472","08"
2015013405,"04","2","114 ROUTE 660","","MANSFIELD","PA","16933","CANYON ENVIRNMENTAL LLC","5707248920","073280","","","","","N","","","","","","N","","1","01689695","04"
2015013405,"04","2","1301 SR 6 E","","TUNKHANNOCK","PA","18657","ANDREWS PARTNERS LIMITED PARTNER","5708367178","080000","","","","","N","","","","","","N","","4","01889472","08"
2015122421,"99","8","1 N JEFFERSON AVENUE","","CANONSBURG","PA","15317","CANON MCMILLAN SCHOOL DISTRICT","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015125009,"99","9","634 ADAMS ROAD","","CARLISLE","PA","17015","TRIPLE L FARMS","9999999999","052000","","","","","","","","","","","N","","1","","09"
2015128206,"03","0","3824 RT 309","","OREFIELD","PA","18069","OREFIELD COLD STORAGE","6103959135","080000","","","","","N","","","","","","N","A-8913658","1","02153359","07"
2015077443,"02","1","3200 INDUSTRIES RD","","RICHMOND","IN","473740000","CONWAY FREIGHT INC","8146239387","","","","","","N","","","","","","N","","1","","08"
2015049473,"02","4","5351 PINE HILL RD","","DOVER","PA","17315","SELF","4795679191","027800","","","","","N","","","","","A00119862","N","","1","01023870","03"
2015005689,"03","1","1750 STEELES AVENUE","","EAST BROMPTON","ON","L6T1A4","AST LOGISTICS","9055078005","080000","","","","","N","","","","","","N","","1","01511888","06"
2015120955,"02","9","9800 CROSSPOINT BLVD","","INDIANAPOLIS","IN","46256","NEW BERN TRANSPORTATION COMPANY","3178188387","080000","","","","","N","","","","","","N","","3","00692947","06"
2015014486,"05","1","1100 N MACON ST","","BALTIMORE","MD","21205","POSITIVE VIBRATIONS","4432711204","080000","","","","","N","","","","","","N","","1","02522891","06"
2015014486,"05","2","6401 ARUNDEL COVE AVE","","BALTIMORE","MD","21226","MTS TRANSPORT","4103551118","080000","","","","","N","","","","","000663918","N","","6","02029816","06"
2015014486,"03","0","23724 W 83RD TERRACE","","SHAWNEE","KS","66222","TEAM DRIVE AWAY INC","8665158326","999999","","","","","N","","","","","000580639","N","","3","01566547","07"
2015032450,"06","1","3200 INDUSTRIES RD","","RICHMOND","IN","47374","CON-WAY FREIGHT","5034505505","080000","","","","","N","","","","","","N","","1","00241829","08"
2015037500,"05","1","8747 W BRYN MAWR AVE AP","","CHICAGO","IL","60656","VALTRAN EXPRESS, INC","8474341122","080000","","","","","N","","","","","","N","","1","01251595","08"
2015127630,"02","1","479 SHOEMAKER RD","","KING OF PRUSSIA","PA","19406","LEBUS BAKERY INC","9999999999","015000","","","","","N","","","","","","N","","1","","03"
2015075312,"02","4","8000 ANTHONY HWY","PO BOX 247","WAYNESBORO","PA","17268","OYLER ELECTRIC INC","7177290673","031000","","","","","N","","","","","","N","","2","02724896","03"
2015118829,"05","3","8225 FERNDALE ST APT 3","","PHILADELPHIA","PA","19111","BS 2000, INC","7735267330","080000","","","","","N","","","","","","N","","1","02797731","08"
2015118829,"05","3","4475 NE 3RD","","DES MOINES","IA","50313","BTI SPECIAL COMMODITIES INC","5152882675","080000","","","","","N","","","","","","N","","2","00159837","08"
2015111383,"05","1","12225 STEPHENS RD","","WARREN","MI","48089","CENTRAL TRANSPORT LLC","5869397000","080000","8","","","","Y","1","","","","","N","","1","00661173","08"
2015001829,"05","3","IN HWY 231 &US HWY 66","","ROCKPORT","IN","47635","CRST LINCOLN SALES INC","3197315678","080000","","","","","N","","","","","","N","","1","00105790","08"
2015103140,"99","8","1320 12TH AVE","","ALTOONA","PA","16601","BLAIR SENIOR SERVICES INC","9999999999","","","","","","","","","","","","N","","2","","10"
2015035357,"02","0","1000 TECHNOLOGY DR","","FAIRMONT STATE","WV","26554","PLUS EXTREME PLASTICS","9999999999","999999","","","","","N","","","","","","U","","2","","03"
2015027319,"03","4","1691 KIRKWOOD PIKE, BOX","","KIRKWOOD","PA","17536","SHOEMAKER TRUCKING CO","7172262634","058400","","","","","N","","","","","","N","A-00118178","2","00574725","04"
2015085849,"06","1","491 JONESBORO ROAD","","WASHINGTON CH","OH","43160","BUMPUS TRUCKING","6146793144","080000","","","","","N","","","","","","N","","1","00684960","06"
2015085849,"06","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE","8005260798","080000","","","","","N","","","","","","N","","2","00327574","06"
2015119658,"99","4","353 GROUSE RUN ROAD","","TARENTUM","PA","15084","BEAVERJACK TREE SERVICE LLC","7248823571","026000","","","","","N","","","","","","N","","2","00079879","09"
2015129253,"02","8","1976 VALLEY VIEW DRIVE","","DAVIDSVILLE","PA","15298","MLAKER TRANSPORTATION INC","8003357911","050000","","","","","N","","","","","","N","","1","00932419","11"
2015001387,"02","9","1302 CONSHOHOCKEN RD","","CONSHOHOCKEN","PA","19428","UTILITY LINE SERVICES","6102390300","","","","","","N","","","","","","N","","1","00800590","05"
2015038437,"05","1","7135 CENTENNIAL PLACE","","NASHVILLE","TN","37209","WESTERN EXPRESS INC","6152299920","080000","","","","","N","","","","","","N","","2","00511412","08"
2015036458,"03","1","500 OLD DOMINION WAY","","THOMASVILLE","NC","27360","OLD DOMINION FREIGHT LINE INC.","6103782539","080000","","","","","N","","","","","","N","","2","99999999","08"
2016001057,"04","3","3180 MANOR ROAD","","COATESVILLE","PA","19320","FRESH CUT MOWING LLC","6103290552","028500","","","","","N","","","","","","N","","1","02276091","06"
2015094192,"02","1","1200 MID VALLEY DR","","JESSUP","PA","18434","HAMMOND MOTOR FREIGHT LLC","5703072300","026000","","","","","N","","","","","","N","","2","02006153","03"
2015023409,"05","1","1998 E CENTER ROAD","","ESSEXVILLE","MI","48732","HAMPTON POTATOE GROWERS","2483101502","","","","","","N","","","","","","N","","1","00515024","08"
2015093085,"05","1","888 DOREMUS DR","","NEWARK","NJ","07114","SALSON LOGISTICS","4046750711","080000","","","","","N","","","","","","N","","1","00218940","08"
2015032910,"03","9","IN HWY 231 AND US HWY 6","","ROCKPORT","ID","47635","CRST LINCOLN SALES INC","8004430940","060000","","","","","N","","","","","000025766","N","A-00000000","2","00053773","08"
2015032981,"05","1","815 LEMOYNE RD","","NORTHWOOD","OH","43619","MOTOR CARRIER SERVICES","8003599710","080000","","","","","N","","","","","","N","","3","","08"
2015092438,"05","3","215 N HARVEST RD","","BIRD IN HAND","PA","17505","ZOOK TRUCKING LLC","7179400434","080000","","","","","N","","","","","000218354","N","","2","00522718","08"
2015041912,"05","9","125 RIVERVIEW DR","","RICHLAND","MS","39218","TOTAL TRANSPORTATION OF MS LLC","6019362104","080000","","","","","N","","","","","","N","","1","00434467","08"
2015068464,"05","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","080000","","","","","N","","","","","","N","","1","99999999","08"
2015020508,"02","8","62 RAILROAD STREET","","LEWISTOWN","PA","17044","E R RHODES AND SON","7172486719","","","","","","N","","","","","","N","","2","","11"
2015122771,"05","1","4001 KANSAS AVE","","KANSAS CITY","KS","66106","RIVERSIDE TRANSPORT INC","9132335500","080000","","","","","N","","","","","","N","","1","00546015","08"
2015099411,"05","2","309 MAIN ST","","BLAKELY","PA","18477","CPI TRUCKING COMPANY INC","5703833257","080000","3","","","","Y","1","","","","","N","A-00112505","2","00276180","06"
2015068736,"03","4","9 VESEY STREET","","NEWARK","NJ","07105","CLEAN EARTH TRANSPORTATION","9999999999","080000","","","","","N","","","","","000000012","U","","1","02573550","04"
2015108171,"05","1","740 S READING AVENUE","","BOYERTOWN","PA","19512","EF CORP/DBA WEST MOTOR FREIGHT","6103672611","080000","","","","","N","","","","","","N","A-0108347","2","00113693","08"
2015126428,"05","3","7135 CENTENIAL PL","","NASHVILLE","TN","37209","WESTERN EXPRESS","8669357727","","","","","","N","","","","","","N","","1","00511412","08"
2015097485,"05","3","PO BX 641","","BUCKHANNON","WV","26201","BUCCANEER HAULING INC","3045160713","080000","","","","","N","","","","","","N","","2","02217011","08"
2015063746,"05","2","701 E COLLEGE AVE","","PLEASANT GAP","PA","16823","RW BIRD TRUCKING INC","8143592094","080000","","","","","N","","","","","","N","","2","00041974","06"
2015116291,"99","1","18 E HOLLY STREET","","HAZLETON","PA","18201","CIBAO TRNASPORTATION INC","5709265596","009100","","","","","N","","","","","","N","","2","50106069","02"
2015005182,"02","8","1234 MARKET STREET, 14T","","PHILADELPHIA","PA","19107","SOUTHEAST PA TRANS. AUTHORITY","2155804682","999999","","","","","N","","","","","","N","","1","99999999","11"
2015119418,"05","1","473 WEST NORTHWEST HWY","","PALATINE","IL","60067","DOLCHE TRUCKLOAD CORP","8007194921","080000","","","","","N","","","","","","N","","1","02082074","06"
2015080586,"02","1","48 LIPPINCOTT AVE #2","","LONG BRANCH","NJ","07740","ALWAYS SOLUTIONS EXPRESS","2013286299","040000","","","","","N","","","","","","N","","2","00721320","03"
2015054341,"04","4","415 UNITY CENTER ROAD","","PITTSBURGH","PA","15239","TAR WARS TRUCKING INC","4127934385","073280","","","","","N","","","","","","N","","1","02118643","04"
2015015237,"05","3","390 NORTH LONG RUN RD","","AVONMORE","PA","15618","LLS LEASING INC","7245411877","073280","","","","","N","","","","","000382095","N","","2","00871981","06"
2015090059,"05","1","1874 CATASAUQUA RD","","ALLENTOWN","PA","18109","NEW VALLEY TRANSPORT","7329218922","080000","","","","","N","","","","","","N","","2","02519428","08"
2015132131,"02","1","75 MCCANDLES AVE","","PITTSBURGH","PA","15212","PROLOGIX DIST. SERVICE EAST LLC","4122150074","","","","","","N","","","","","","N","","5","01444777","03"
2015016381,"04","3","2313 STATE RT 18","","WAMPUM","PA","16157","DOREN INC","7245354397","073280","","","","","N","","","","","","N","","1","01456045","04"
2015015803,"99","1","7571 ROUTE 309","","NEW TRAPOLI","PA","18066","BROC SUPPLY CO INC","6104334646","014000","","","","","N","","","","","","N","","1","00969946","05"
2015080476,"05","1","7615 LANCASTER AVE","","MYERSTOWN","PA","17067","DUTCH VALLEY TRANPORTATION, INC","7179334191","068000","","","","","N","","","","","","N","","2","73625715","08"
2015003704,"05","1","ONE UNITED DRIVE","","FENTON","MO","63026","UNITED VAN LINES LLC","8002830511","999999","","","","","N","","","","","","N","","2","00077949","08"
2015095289,"05","2","PO BOX 246","","CRESSON","PA","16630","COONEY BROTHERS","8148867655","080000","3","","","","Y","1","","","","","N","","2","00381734","08"
2015044965,"02","8","210 SCHOOLHOUSE ROAD","","SOUDERTON","PA","18964","TRANSPORTATION SERVICES INC.","2157234613","000000","","","","","N","","","","","","N","","1","00350761","11"
2015010818,"05","1","3934 HOMEWOOD ROAD","","MEMPHIS","TN","38118","OZARK MOTOR LINES","9013758434","080000","","","","","N","","","","","","N","","1","00096606","08"
2015007639,"05","1","2284 WYECROFT RD","","OAKVILLE,","ON","L6L6M","CARAVAN LOGISTICS INC","8888281727","080000","","","","","N","","","","","000329253","N","","1","00715283","08"
2015020959,"99","1","1123 4TH ST SW","","CONOVER","NC","28613","ZENITH FREIGHT LINES LLC","8284657036","","","","","","N","","","","","","N","","1","00402000","09"
2015025218,"03","7","1356 OLD 6TH AVENUE","","ALTOONA","PA","16603","BURGMEIERS HAULING","8143296390","058000","","","","","N","","","","","","N","","2","00522198","04"
2015112228,"02","1","10630 FAIRGROUNDS ROAD","","HUNTINGDON","PA","16652-0396","E B ENDRES INC","8146431860","011000","","","","","N","","","","","","N","","2","00722285","03"
2015112228,"05","1","4745 STONEVIEW CIRCLE","","OLDSMAR","FL","34677","SOMAT TRANSPORTATION INC","7277892992","032000","","","","","N","","","","","","N","","1","01208624","08"
2015092569,"05","1","4500 RUE JOSEPH-DUBREUI","","LACHINE","QC","H8T3C4","VANTAGE LOGISTICS","5146361090","080000","","","","","N","","","","","","N","","1","02393705","08"
2015136310,"02","1","1255 LAKELAND DRIVE","","SCOTT TOWNSHIP","PA","18433","GENE TRANOVICH BUS CO INC","5702546514","","","","","","N","","","","","","N","","1","00835471","02"
2015104504,"06","1","2196 BENNET RD","","PHILADELPHIA","PA","19116","MILLER AUTO LEASING","2155529832","080000","","","","","N","","","","","000297242","N","","2","02549429","08"
2015104504,"06","1","14209 OAK BARK DR","","HASLET","TX","76052","GURPREET ATWAL DBA ATWAL TRANSP","8174717892","080000","","","","","N","","","","","000501548","N","","3","","08"
2015074642,"05","1","1000 SEMMES AVE","","RICHMOND","VA","46808","UPS GROUND FREIGHT","8772341111","080000","3","9","","","Y","1","2","","","","N","","1","00121058","08"
2015055509,"03","4","3004 BABCOCK BLVD","","PITTSBURGH","PA","15237","DAROCO INC","4129317569","073280","","","","","N","","","","","","N","","2","01649908","04"
2015055509,"03","6","3553 B#350 WEST CHESTER","","NEWTOWN SQUARE","PA","19073","FIRST CLASS AUTO LLC","2158281616","","","","","","N","","","","","","N","","1","02486936","09"
2015096422,"02","1","307 HERON DR","","LOGAN TWP","NJ","08085","BENTLEY TRUCK SERVICES","9999999999","025999","","","","","N","","","","","","N","","1","99999999","03"
2015083641,"05","1","491 SHERIDAN S.","","JOHNSTOWN","PA","15906","ARTHUR SMITH TRUCKING","8143434757","080000","","","","","N","","","","","","N","","2","00582531","08"
2015083641,"05","1","491 SHERIDAN S.","","JOHNSTOWN","PA","15906","ARTHUR SMITH TRUCKING","8143434757","080000","","","","","N","","","","","","N","","3","00582531","08"
2015083641,"05","1","8093 CARTMAN COURT","","LIBERTY TOWNSHIP","OH","45044","SPEED 1 TRANSPORT","5132846978","080000","","","","","N","","","","","","N","","1","02376031","08"
2015075799,"04","5","1790 ROUTE 588","","FOMBELL","PA","16123","LAURIE TRANSIT LLC","7244526260","073280","","","","","N","","","","","","N","","2","01216585","04"
2015075799,"02","0","61 ARCH ST EXT","STE 2","CARNEGIE","PA","15106","POWER CONTRACTING","4122780889","025999","","","","","N","","","","","","N","","1","02100101","09"
2015039997,"05","1","21881 GRENADA AVE","PO BOX 12","LAKEVILLE","MN","55044","OVERBYE TRANSPORT","9524693545","080000","","","","","N","","","","","","N","","2","","08"
2015113345,"05","1","3500 PARKWAY RD","","BROOKFIELD","OH","44403","NICK STRIMBU INC","3304484046","","","","","","N","","","","","","N","","2","00104037","08"
2015076685,"03","1","PO BOX 9","","CLYMER","NY","14724","HEIL; TRANSPORTATION INC","8143554246","080000","","","","","N","","","","","000269323","N","","2","00278382","08"
2015088954,"05","1","2205 FOREST HAVEN BLVD","","EDISON","NJ","08817","S&M&H XPRESS LLC","3478224179","080000","","","","","N","","","","","","N","","1","02584015","08"
2015077506,"03","9","2309 GREEN ST","","HARRISBURG","PA","17110","GERMANIA OCHOA","7176239099","080000","","","","","N","","","","","","N","","1","02162453","09"
